Gene stable ID	Protein stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene description
ENSG00000126561	ENSP00000504449	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000465437	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000126561	ENSP00000503262	17	42287547	42311943	STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
ENSG00000204652		17	45608571	45608918	RPS26P8	ribosomal protein S26 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:31329]
ENSG00000120071		17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000387393	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000461484	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000461812	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000492576	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000461299	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000262419	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000497628	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000492741	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000491765	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000491906	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000492405	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000492799	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000459330	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000120071	ENSP00000459627	17	46029916	46225389	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000141293	ENSP00000338171	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293	ENSP00000463284	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293	ENSP00000464509	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293		17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293	ENSP00000464311	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293	ENSP00000462360	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293	ENSP00000464198	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141293	ENSP00000462437	17	48133442	48430275	SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000134265	ENSP00000464496	18	10525905	10552764	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSG00000134265	ENSP00000324628	18	10525905	10552764	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSG00000134265	ENSP00000463265	18	10525905	10552764	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSG00000134265		18	10525905	10552764	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSG00000134265	ENSP00000463018	18	10525905	10552764	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSG00000067900	ENSP00000382697	18	20946906	21111813	ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]
ENSG00000067900	ENSP00000489185	18	20946906	21111813	ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]
ENSG00000067900	ENSP00000462004	18	20946906	21111813	ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]
ENSG00000067900		18	20946906	21111813	ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]
ENSG00000099783	ENSP00000325732	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783		19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000470932	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000325376	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000471530	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000483715	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000472789	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000470017	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000471339	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000469906	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000470635	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000472599	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099783	ENSP00000469681	19	8444767	8489114	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000079805	ENSP00000468734	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000347890	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000373905	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000352721	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000386192	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000467430	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805		19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000466603	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000466914	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000079805	ENSP00000466621	19	10718079	10833488	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000132017	ENSP00000254337	19	13952492	13961449	DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]
ENSG00000132017	ENSP00000466932	19	13952492	13961449	DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]
ENSG00000132017	ENSP00000466048	19	13952492	13961449	DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]
ENSG00000132017	ENSP00000468330	19	13952492	13961449	DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]
ENSG00000132017		19	13952492	13961449	DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]
ENSG00000132002	ENSP00000503351	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000254322	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000470063	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000504678	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000504352	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000471603	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000470460	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000504619	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000472886	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000471073	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000469221	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000502888	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000503810	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000503027	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000471798	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000504527	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000504186	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000503271	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000444212	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002	ENSP00000470596	19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000132002		19	14514769	14560391	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ENSG00000269019		19	18940235	18947452	HOMER3-AS1	HOMER3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53775]
ENSG00000104856	ENSP00000221452	19	45001449	45038198	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000104856	ENSP00000427348	19	45001449	45038198	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000104856	ENSP00000423287	19	45001449	45038198	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000104856		19	45001449	45038198	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000104856	ENSP00000468460	19	45001449	45038198	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000104856	ENSP00000485826	19	45001449	45038198	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000063245	ENSP00000270460	19	55675226	55709858	EPN1	epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
ENSG00000063245	ENSP00000085079	19	55675226	55709858	EPN1	epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
ENSG00000063245	ENSP00000406209	19	55675226	55709858	EPN1	epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
ENSG00000063245		19	55675226	55709858	EPN1	epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
ENSG00000063245	ENSP00000466593	19	55675226	55709858	EPN1	epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
ENSG00000166704	ENSP00000343617	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704	ENSP00000446845	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704	ENSP00000446972	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704		19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704	ENSP00000446487	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704	ENSP00000449865	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704	ENSP00000447726	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166704	ENSP00000447075	19	57977053	58003349	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000213639	ENSP00000390715	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000398839	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000414918	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000394589	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000296122	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000378769	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639		2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000388056	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213639	ENSP00000351298	2	28751640	28802940	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000163806		2	28782517	28850611	SPDYA	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
ENSG00000163806	ENSP00000368898	2	28782517	28850611	SPDYA	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
ENSG00000163806	ENSP00000335628	2	28782517	28850611	SPDYA	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
ENSG00000163806	ENSP00000414086	2	28782517	28850611	SPDYA	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
ENSG00000163806	ENSP00000395240	2	28782517	28850611	SPDYA	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
ENSG00000163235	ENSP00000295400	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235	ENSP00000407432	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235	ENSP00000387493	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235	ENSP00000404099	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235	ENSP00000414127	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235	ENSP00000404131	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235	ENSP00000377787	2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000163235		2	70447284	70554193	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000075292	ENSP00000485618	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485154	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485608	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485494	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000388164	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485266	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485169	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000264447	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000386433	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000408557	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000402875	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292		2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000396909	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000409647	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485667	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075292	ENSP00000485192	2	71276561	71435069	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000187605	ENSP00000386869	2	73986404	74108176	TET3	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]
ENSG00000187605		2	73986404	74108176	TET3	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]
ENSG00000187605	ENSP00000307803	2	73986404	74108176	TET3	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]
ENSG00000264324	ENSP00000416453	2	74211604	74363377	AC006030.1	novel protein
ENSG00000196912	ENSP00000477778	2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000196912		2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000196912	ENSP00000482644	2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000196912	ENSP00000480812	2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000196912	ENSP00000481149	2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000196912	ENSP00000484402	2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000196912	ENSP00000481806	2	97492663	97589965	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]
ENSG00000144057	ENSP00000355273	2	106801600	106887108	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]
ENSG00000144057	ENSP00000386942	2	106801600	106887108	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]
ENSG00000144057	ENSP00000355386	2	106801600	106887108	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]
ENSG00000144057	ENSP00000387332	2	106801600	106887108	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]
ENSG00000144057	ENSP00000395581	2	106801600	106887108	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]
ENSG00000224063		2	187003220	187556288	AC007319.1	novel transcript, antisense to TFPI and CALCRL
ENSG00000233766		2	191846539	192044525	CAVIN2-AS1	CAVIN2 and TMEFF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40517]
ENSG00000173166	ENSP00000392854	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000316543	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000363617	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000486548	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000311293	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000390578	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000397751	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000411138	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000406662	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000396711	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000414430	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166	ENSP00000412241	2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173166		2	203394345	203535335	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000144535	ENSP00000273009	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535	ENSP00000386594	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535	ENSP00000374655	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535	ENSP00000388999	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535	ENSP00000390467	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535	ENSP00000315569	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535	ENSP00000391175	2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000144535		2	231961245	232344350	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
