id,cgid,Chromosome,Start,Strand,mean.Primary solid Tumor,mean.Recurrent Solid Tumor,mean.diff,mean.quot.log2,diffmeth.p.val,max.Primary solid Tumor,min.Primary solid Tumor,sd.Primary solid Tumor,max.Recurrent Solid Tumor,min.Recurrent Solid Tumor,sd.Recurrent Solid Tumor,min.diff,diffmeth.p.adj.fdr,combinedRank,num.na.Primary solid Tumor,num.na.Recurrent Solid Tumor,mean.covg.Primary solid Tumor,mean.covg.Recurrent Solid Tumor,min.covg.Primary solid Tumor,min.covg.Recurrent Solid Tumor,max.covg.Primary solid Tumor,max.covg.Recurrent Solid Tumor,nsamples.covg.thres5.Primary solid Tumor,nsamples.covg.thres5.Recurrent Solid Tumor
189781,cg26833449,chr7,45808744,+,0.060716804466629803,0.081098947922916,-0.0203821434562862,-0.365381308771534,1.16491853758149e-5,0.125800173478066,0.0399880230518522,0.0150523604480305,0.10054410599717,0.0596096907817482,0.0119361324428914,0,0.00272001852825219,194642,0,0,14.7477477477477,16.6153846153846,5,12,24,22,111,13
189801,cg01310829,chr7,45928326,-,0.111673652144226,0.323093927312043,-0.211420275167817,-1.45291225918887,3.49589341469705e-5,0.716642131556106,0.0239662434652756,0.147091527332924,0.569901100414836,0.0493176197044131,0.251072783029132,0,0.00577277487379209,2734,0,0,12.8918918918919,11.6923076923077,6,6,21,16,111,13
189808,cg13977557,chr7,45957380,+,0.0407330612456743,0.10251221806179,-0.0617791568161157,-1.14908355603064,1.24492167320124e-4,0.357307132876619,0.0218417420385852,0.0356214971398227,0.395036507082191,0.0300264136762776,0.129021308613243,0,0.0133312601219082,55992,0,0,11.5945945945946,13.8461538461538,4,9,23,17,110,13
189810,cg00118103,chr7,45957463,+,0.0592949062967833,0.126237153959722,-0.0669422476629387,-0.975298989753355,1.79782780439209e-6,0.284045832888563,0.0278551130298237,0.0319616299865544,0.471242140819538,0.0558170751386069,0.118413125956612,0,7.40072456018021e-4,47699,0,0,9.18918918918919,12,3,5,17,15,107,13
189906,cg25481201,chr7,47165509,-,0.911878792261453,0.943189364331245,-0.0313105720697927,-0.0481857750898662,9.2495351076663e-5,0.955309470996005,0.761548843157608,0.0328924642948282,0.958781084381263,0.919820386611462,0.010691134567261,0,0.0110646001717874,255261,0,0,12.7207207207207,12.5384615384615,5,7,22,20,111,13
189923,cg12975709,chr7,47317262,+,0.955353334936145,0.927431500232547,0.0279218347035983,0.0423438146788397,7.4108517201731e-6,0.979905543361892,0.855724169525511,0.0201639736096171,0.953188613090457,0.850073292107757,0.0281860647484354,0,0.00199795677498049,270525,0,0,9.67567567567568,11.3846153846154,2,5,19,17,104,13
189930,cg10158598,chr7,47344579,-,0.906326161183735,0.84682726302745,0.0594988981562855,0.0968568236581232,1.26347946083437e-4,0.969718778290247,0.688622141224934,0.0541094326782736,0.920652195898554,0.723452653125666,0.0508890828614046,0,0.0134660171050239,168839,0,0,10.3153153153153,8.92307692307692,1,3,19,19,108,11
190725,cg05064645,chr7,55086868,+,0.031524331147769,0.0487467345710503,-0.0172224034232814,-0.500551731709212,1.95347883410248e-7,0.111708032111792,0.0182116293540104,0.0113165993439086,0.0761080964296897,0.03520845549314,0.0122643837993036,0,1.40246115253789e-4,215920,0,0,11.3693693693694,14.1538461538462,2,11,19,17,110,13
191563,cg08212479,chr7,64126809,+,0.196870273840404,0.237651858647146,-0.0407815848067429,-0.259587096079205,7.67477496793744e-6,0.257976798140725,0.14609827017146,0.0274852598961459,0.274405209355486,0.186967063178159,0.0248533044030071,0,0.00205439213424496,104731,0,0,14.9009009009009,16.3076923076923,6,7,26,26,111,13
191724,cg25389947,chr7,64838786,+,0.0452610899252938,0.0577352681728518,-0.0124741782475579,-0.293643190068744,6.88393995870777e-5,0.0762293790536507,0.0275746208710748,0.00933212737020739,0.073775115121913,0.0413244488092049,0.0111177014853652,0,0.00915381577936789,254315,0,0,10.7837837837838,12.3846153846154,3,8,21,22,108,13
191738,cg14167314,chr7,64974625,-,0.716461463501708,0.771928453059383,-0.0554669895576744,-0.106150336628028,6.21399181712273e-5,0.850008045965691,0.596523486080059,0.0465104353090633,0.850578722779674,0.663539466380135,0.0509786101007497,0,0.00854476856514204,157236,0,0,13.981981981982,12.4615384615385,5,9,23,21,111,13
191840,cg03242877,chr7,65540778,+,0.0471751240763256,0.0663314394351199,-0.0191563153587943,-0.416889806043465,1.83357844791933e-6,0.0809300820945662,0.0275307764891633,0.0122627703038759,0.081110938105903,0.0514221197850452,0.00893045509245097,0,7.50003340900829e-4,202496,0,0,12.5495495495495,13,5,8,24,19,111,13
191979,cg09996344,chr7,66093369,-,0.0280180317005931,0.0511468312046181,-0.023128799504025,-0.685593894723561,3.75260845916741e-14,0.0634112970316009,0.0167624486430085,0.00821128710533503,0.0620239261922904,0.040080501565154,0.00684175542323367,0,9.96820836925825e-10,178227,0,0,15.0810810810811,16.1538461538462,7,9,24,22,111,13
191981,cg25205375,chr7,66093715,-,0.183940907308587,0.219632498148993,-0.0356915908404062,-0.243709691775405,1.83986189364618e-5,0.289461608482305,0.135650360267498,0.0261140407512316,0.269438493405679,0.189350298894622,0.0195615189078444,0,0.00374045691401517,121714,0,0,14.8918918918919,16.4615384615385,7,11,25,21,111,13
191994,cg18527119,chr7,66119851,+,0.0232543395051191,0.0293910564077033,-0.00613671690258417,-0.244325491814585,1.25009660035603e-4,0.0491779593062757,0.014819964420666,0.00529764653601427,0.0373046055852124,0.0224089989153343,0.00498264169496319,0,0.0133771593032127,326532,0,0,9.36936936936937,9.76923076923077,2,3,19,16,100,12
192020,cg14250274,chr7,66206258,+,0.132692154774062,0.173334327195389,-0.0406421724213267,-0.361570921332812,5.90403386080456e-5,0.231820155802265,0.0808794378502555,0.0297755242830259,0.261853774014254,0.0954996203088231,0.0407362410058638,0,0.0082364281828681,105158,0,0,11.8198198198198,12.2307692307692,2,3,22,16,108,12
192058,cg00879163,chr7,66386079,+,0.045009306783886,0.0624972341240038,-0.0174879273401178,-0.398250232694207,2.07884352143557e-6,0.0938777681872575,0.0275768838085751,0.0117011850468594,0.0710323939364483,0.0398443717975459,0.00912919226825908,0,8.21324847267574e-4,214009,0,0,14.2072072072072,13.3846153846154,7,10,23,19,111,13
192073,cg27042091,chr7,66461337,+,0.213810714767893,0.301687992465964,-0.087877277698071,-0.477823471449022,1.45373646231833e-5,0.39249712033629103,0.0878061234253467,0.0600148559962706,0.391850144492734,0.156455138008295,0.0626795237376464,0,0.00317524319386013,23660,0,0,9.45945945945946,9.61538461538461,4,2,17,17,108,12
192148,cg13234848,chr7,69063971,-,0.0970520151044031,0.128324653678568,-0.031272638574165,-0.369746359035956,1.19344398663025e-6,0.202155604690142,0.0572647971643221,0.020295782348891,0.16893869918288,0.0975008246954371,0.0176789729062238,0,5.61388592285951e-4,138797,0,0,12.2162162162162,13.3846153846154,2,8,22,20,107,13
192236,cg15783703,chr7,70209588,-,0.936104559724502,0.900199857514424,0.0359047022100774,0.0558162728490799,1.84825887436448e-5,0.960308260873404,0.851864754879445,0.0209611073083696,0.943688642597699,0.753413465943409,0.0522865704936632,0,0.00374947460003488,237766,0,0,9.63963963963964,11.8461538461538,3,5,21,19,103,13
192602,cg03582798,chr7,73021522,-,0.019423110453893,0.0327124381856775,-0.0132893277317846,-0.5377064860985,1.73220032136106e-8,0.0442974071618199,0.0102428490229104,0.00686317525348881,0.0460961990817861,0.0230937812440726,0.00689265483356937,0,2.49911679463127e-5,246940,0,0,9.65765765765766,12.4615384615385,3,8,20,21,109,13
192659,cg16899367,chr7,73097788,-,0.0462668268460822,0.0851325211376223,-0.0388656942915401,-0.75765400673999,3.29731099129967e-6,0.111535984975683,0.0209136082461056,0.0251677158548397,0.145966444891068,0.04358661272173,0.0300348855400021,0,0.00114537930986856,110683,0,0,7.10810810810811,9.84615384615385,1,6,16,15,87,13
192692,cg08692879,chr7,73134111,+,0.0304743084947749,0.0385830435499972,-0.00810873505522235,-0.263446440138566,1.09647859896042e-4,0.0641734024909882,0.0200322070119744,0.00701547664193919,0.0512166835031909,0.0297192240618785,0.00612775833578463,0,0.012326253740636,300372,0,0,8.5045045045045,9.07692307692308,2,6,15,12,106,13
192764,cg03969997,chr7,73256865,+,0.0469033889795847,0.0590810988118015,-0.0121777098322168,-0.279776453435657,6.77292849001891e-6,0.0708983826496577,0.0304624247255344,0.00799613188424219,0.0731208184805557,0.0462444940645238,0.00723627472327784,0,0.00188447658759443,257099,0,0,13.8018018018018,14.6923076923077,6,5,25,22,111,13
192860,cg00482248,chr7,73589137,-,0.0644864648996305,0.0883548227452203,-0.0238683578455898,-0.401017501482695,1.12150273193836e-9,0.105593278021298,0.0430591500172247,0.0110529290751849,0.0996956612156513,0.0666650387178934,0.0090089820764572,0,3.28861013430688e-6,174231,0,0,15.0630630630631,14.0769230769231,7,6,25,18,111,13
192992,cg03987573,chr7,74019174,+,0.907602401396475,0.930801847691957,-0.0231994462954813,-0.0360217266240509,1.19226023282203e-4,0.946083871943861,0.799458621760527,0.0255410072233839,0.952112693354259,0.885573126636648,0.0211613830239907,0,0.0130142250765605,289018,0,0,11.9459459459459,11.0769230769231,3,3,26,18,108,12
193015,cg21117373,chr7,74071882,-,0.0227668828416223,0.0295506877301158,-0.0067838048884935,-0.271464347471554,4.67215951110651e-5,0.0422671751676582,0.0154969066104165,0.00554095921791434,0.0370187481128202,0.0251416621886966,0.00349001185418252,0,0.00705161914340393,317499,0,0,10.3423423423423,9.15384615384615,2,5,21,13,106,13
193055,cg21239265,chr7,74489542,+,0.0361294876540427,0.0452655215664562,-0.00913603391241354,-0.26069043977998,5.59889642988795e-5,0.0586557278885971,0.0214942656942598,0.00645140224949658,0.0657627687781809,0.0308073501276381,0.0088863369371874,0,0.00793079815563344,288430,0,0,10.4324324324324,10.3076923076923,2,5,20,14,106,13
193135,cg01803125,chr7,75157456,-,0.0256474878748539,0.0335459539750543,-0.0078984661002004,-0.288738266967927,1.08687263384894e-4,0.0469838354320629,0.0165879168601413,0.00675604044854956,0.0412038580292097,0.0275274485732636,0.0044987254195247,0,0.0122516580092609,302975,0,0,11.2702702702703,13.3076923076923,2,9,23,20,106,13
193159,cg00029161,chr7,75268282,-,0.0807308723801323,0.100803665607192,-0.0200727932270593,-0.288340173934389,1.8367159072549e-5,0.1523987460613,0.0550301138548533,0.0140552931334417,0.131674603428154,0.0786320684709354,0.015793566715761,0,0.00373922769796949,196550,0,0,16.6036036036036,17.1538461538462,6,14,27,21,111,13
193161,cg09725962,chr7,75268827,-,0.0611280705847163,0.0801765498292139,-0.0190484792444976,-0.342333283640576,9.95325497154208e-6,0.156852174696498,0.0370455347035148,0.0151524488483206,0.12240880277791,0.0721808639257079,0.0129139228033611,0,0.00243745714400164,203190,0,0,12.3693693693694,13,4,9,26,20,110,13
193422,cg15778346,chr7,75947261,+,0.0307865340377218,0.0503946227540818,-0.0196080887163599,-0.566327189808362,1.43320691952735e-6,0.0716101617768114,0.0157598032103973,0.0125956078094908,0.0801243601954644,0.0349734939064151,0.0135711748757127,0,6.35761016017998e-4,199543,0,0,8.69369369369369,12.2307692307692,3,8,19,16,97,13
193459,cg03385696,chr7,75988425,+,0.0244987504652222,0.0322995510018626,-0.00780080053664037,-0.294098240774758,1.5098865007596e-6,0.0374421995138535,0.016400427789117,0.00485816473952485,0.0382133025714105,0.0267356484350583,0.00405040804326281,0,6.60485969699686e-4,304185,0,0,10.8918918918919,12.6923076923077,4,7,17,18,107,13
193790,cg14464244,chr7,79083056,+,0.13327327226701,0.27424301718762,-0.14096974492061,-0.98835540891386,3.02263947643041e-11,0.37525631307401,0.0703312900207269,0.0574110552419794,0.421428299767018,0.107990212609798,0.0944534596067649,0,1.79599669669407e-7,2444,0,0,12.7657657657658,19.0769230769231,3,12,29,28,109,13
193794,cg02523844,chr7,79083507,-,0.047350952947776,0.0573349786669563,-0.00998402571918024,-0.231538681530279,1.27613876559707e-4,0.0766998316127379,0.0322510736759526,0.00821885910831256,0.071384592973433,0.0484799375136263,0.00655565200335474,0,0.0135276101288919,278930,0,0,13.954954954955,15.4615384615385,4,10,24,20,109,13
194211,cg16063666,chr7,86974833,+,0.0383975013667544,0.0536694935590137,-0.0152719921922593,-0.395669721812293,3.71725138765092e-7,0.16214466302065,0.0254155132289068,0.0137668207554027,0.0656581590605315,0.0458036821249108,0.00597218971293771,0,2.29692444214252e-4,230555,0,0,9.51351351351351,11.2307692307692,3,4,18,15,107,12
194212,cg14001567,chr7,86974838,+,0.0501842467547828,0.062074591788262,-0.0118903450334792,-0.260104850169238,4.1310979396206e-5,0.0847532457264453,0.032285999024811,0.00864829119734614,0.0785017191361019,0.0481560522157727,0.00797980857507906,0,0.00651138898910294,259736,0,0,7.33333333333333,8.76923076923077,2,5,14,12,95,13
194292,cg07963361,chr7,87505792,+,0.041451961806112,0.062029510946785,-0.0205775491406731,-0.485362022441244,8.08366078052071e-8,0.0731476052767633,0.0235834060069941,0.0117330396597296,0.0706693004370601,0.0526592639237787,0.00639728218373833,0,7.43463007728306e-5,193397,0,0,12.4144144144144,12.6923076923077,5,7,21,18,111,13
194320,cg02590886,chr7,87848358,-,0.0593980146319218,0.0754962940376678,-0.016098279405746,-0.300967495462864,4.71321339723314e-5,0.116863129491596,0.0373023120338325,0.0126786515443467,0.094674727441603,0.0542078011285461,0.0114657946914957,0,0.00709116517081798,224253,0,0,14.3963963963964,13.4615384615385,4,9,27,23,110,13
194375,cg12278754,chr7,88388564,+,0.052291543729004,0.0917032354125748,-0.0394116916835709,-0.707257344044051,1.05176739083396e-4,0.102869619377702,0.0327630975776089,0.0130405354641442,0.448964657112091,0.0447744108378557,0.107860888041839,0,0.0120285115578221,108969,0,0,13.2972972972973,14.1538461538462,3,8,22,19,110,13
194436,cg23081580,chr7,89841037,+,0.0285848462448447,0.0357745635588242,-0.00718971731397951,-0.246511773777143,7.88097832247434e-6,0.0535853538829517,0.0176141003316752,0.00510628445753407,0.0406834162192337,0.0313345921311217,0.0029255216164539,0,0.00209345672288607,311957,0,0,13.3153153153153,13.6153846153846,4,7,20,19,110,13
194913,cg17651095,chr7,93220812,-,0.917097113939624,0.889576055210479,0.0275210587291451,0.0434752097042943,2.28409184844379e-5,0.952634546627436,0.842746309951603,0.0213983292942759,0.912245794211739,0.862411292813311,0.0139324431161234,0,0.00432109605670948,267417,0,0,12.3153153153153,11.3846153846154,5,8,20,16,111,13
195618,cg02927485,chr7,97601469,+,0.129679827339915,0.212661802976384,-0.0829819756364691,-0.672730408214379,5.6807479417866e-7,0.269935291338517,0.0519847103352095,0.0503165058342775,0.262008506766609,0.09915498048359,0.0416969415447526,0,3.17113079554074e-4,28220,0,0,12.3783783783784,12.0769230769231,6,6,20,19,111,13
195647,cg05526376,chr7,97736360,-,0.0191554303158412,0.0239009264474151,-0.00474549613157394,-0.217560083802757,1.25849254058812e-4,0.0427954652846212,0.0120018086349131,0.00436192274324351,0.0301726353250592,0.0187322699023067,0.00327371957501183,0,0.0134224738897898,347995,0,0,10.3693693693694,10.5384615384615,1,8,18,15,109,13
195672,cg12122246,chr7,97823410,-,0.905930779457474,0.934909862332623,-0.0289790828751493,-0.0449381408482671,1.46986490252952e-4,0.957711126156728,0.736741213903182,0.0335386152922142,0.963703607885568,0.907382529980253,0.0159251392203808,0,0.014786962871947,263511,0,0,11.7747747747748,10.3076923076923,3,3,23,19,109,12
195706,cg07740640,chr7,97841941,+,0.897885740393804,0.929292483746913,-0.0314067433531091,-0.0490637224487233,4.60308227229205e-5,0.949528957044375,0.802615059566221,0.0295638882678227,0.95393248366041306,0.865344879938123,0.0236981687253402,0,0.00697533787368155,253163,0,0,15.6486486486486,15.9230769230769,5,9,29,24,111,13
195872,cg03564506,chr7,98475901,-,0.111572467996591,0.147057337350046,-0.0354848693534542,-0.369474799171011,1.63736700111414e-5,0.232505945377756,0.0574936918354145,0.0257508674325637,0.178879549452685,0.116987455959526,0.0199838515842411,0,0.00344868897215076,122495,0,0,9.98198198198198,10.8461538461538,2,6,21,15,103,13
195878,cg22800631,chr7,98476628,-,0.12103035595291,0.168439819264337,-0.047409463311427,-0.445536510667793,2.33563967122227e-8,0.276808724553288,0.0839675529790656,0.027030865240820202,0.228120024329061,0.128178564150373,0.0275765622950321,0,3.12974329807481e-5,85974,0,0,14.0720720720721,14.6923076923077,5,10,29,22,111,13
196058,cg02133520,chr7,98923583,+,0.022558747594898,0.030053433686342602,-0.00749468609144455,-0.298880720826712,1.199269403316e-8,0.0356219882056842,0.0158003409156343,0.00363025733370533,0.0401476906937637,0.0236989326137394,0.00421512683217263,0,1.88698145857363e-5,308049,0,0,10.9009009009009,10.2307692307692,3,5,20,15,109,13
196138,cg02027143,chr7,99036504,-,0.023612357869353,0.0296251348063745,-0.00601277693702156,-0.237424093728495,8.15220398005207e-5,0.0480804392370641,0.0150137789569129,0.00529848097970279,0.0342795220330804,0.0240949030331397,0.00315369009647999,0,0.0101976619637229,328359,0,0,12.0990990990991,12.3076923076923,3,9,20,16,109,13
196179,cg20848619,chr7,99070472,-,0.0415869767302253,0.0517018758685965,-0.0101148991383712,-0.258307451641463,5.29852935402366e-5,0.0680234896268794,0.02605402219481,0.00769644094697296,0.0677069391841694,0.0399943004166766,0.0068697556327431,0,0.00764443405874391,277489,0,0,10.8288288288288,12.5384615384615,3,7,19,16,107,13
196223,cg05162275,chr7,99103043,+,0.0735354225393168,0.0912620802094626,-0.0177266576701458,-0.277634030765504,8.32010583846176e-5,0.170212794753958,0.0526330679249736,0.0146126616633939,0.110324683575205,0.0582495876098077,0.015229028829948,0,0.0103304282494388,212300,0,0,13.027027027027,14.6153846153846,4,8,31,19,109,13
196259,cg12717668,chr7,99156195,+,0.119695784752429,0.168998730287238,-0.0493029455348091,-0.464817762621425,7.22532268009283e-6,0.213212356469405,0.0533015473477318,0.0322652994803272,0.239549733223298,0.127584948552746,0.0299476644267884,0,0.0019690988323663,81386,0,0,13.4324324324324,13.3076923076923,5,7,22,21,111,13
196417,cg04207045,chr7,99647562,+,0.0779664459748305,0.100625259180051,-0.0226588132052201,-0.330655604751613,4.66565709252859e-5,0.201699561542953,0.0414585408646764,0.0198327781490586,0.111648252065624,0.0873103784702218,0.0075742134117139,0,0.00704415947352014,180945,0,0,8.45045045045045,10.2307692307692,3,6,17,15,103,13
196460,cg22638766,chr7,99691486,-,0.496318543618193,0.629798761449921,-0.133480217831728,-0.337572876554162,1.29894053076541e-4,0.749212870290186,0.180068879441566,0.118439744842694,0.767391243867922,0.475127719822456,0.0895119563780085,0,0.0136408775447719,33711,0,0,9.27027027027027,9,2,6,20,13,105,13
196477,cg14796007,chr7,99697978,-,0.0485423555249205,0.0763525574006111,-0.0278102018756907,-0.560758109409206,1.10654981391081e-4,0.0812736112433172,0.0274779909990312,0.0129083270133359,0.296426364568409,0.0528807342558626,0.066317059273912,0,0.0124055002945933,154128,0,0,14.0540540540541,14.8461538461538,7,10,26,22,111,13
196496,cg08210001,chr7,99699645,+,0.0442452854038793,0.0570673835263788,-0.0128220981224995,-0.306113565153005,8.85683188904808e-6,0.0750081173280939,0.0259017717608535,0.00892402622832478,0.0680978288283575,0.0475513064231939,0.00703760132787101,0,0.00226934492227385,251162,0,0,14.7927927927928,14.4615384615385,6,7,26,22,111,13
196548,cg20555785,chr7,99756458,-,0.0358496240609508,0.048804266185425,-0.0129546421244741,-0.359010920165061,2.23959361498991e-5,0.0882707363545072,0.0205989261255712,0.00990778736051816,0.0626312312225892,0.034195126108149,0.0101785387306949,0,0.00427090880688307,249996,0,0,10.1351351351351,9.61538461538461,3,1,19,14,108,12
196618,cg27027935,chr7,99933428,-,0.0533679083693322,0.0672572837907145,-0.0138893754213822,-0.285918559999613,1.05671428098965e-4,0.0925106960683968,0.0351549477932472,0.0119231853389702,0.075483430657766,0.0559687043987974,0.00653029312184173,0,0.0120502843828676,241727,0,0,12.2612612612613,15,4,11,21,23,109,13
196633,cg05710730,chr7,99938030,-,0.762116985279929,0.867092497371294,-0.104975512091365,-0.183909545781,1.74597468699429e-6,0.897659916551338,0.357957499157635,0.0933681386246079,0.915904050425361,0.754735405022928,0.0407298042442592,0,7.28018243031861e-4,90885,0,0,13.3243243243243,11.6923076923077,6,8,26,20,111,13
196666,cg01860168,chr7,100026446,-,0.0333525168448463,0.0431605864021167,-0.00980806955727039,-0.294241266715784,1.01736190981299e-5,0.066511457227987,0.0226824104672787,0.00693644690189343,0.0577874117870585,0.0338437598912881,0.00711852233499974,0,0.00246999062639532,280886,0,0,10.972972972973,13,4,8,17,17,107,13
196834,cg15703646,chr7,100209939,-,0.0350735608705328,0.0490928819291462,-0.0140193210586134,-0.390702930755919,3.55999094404954e-5,0.136953672797936,0.018492534977802,0.014059811848368,0.0658270027814069,0.0375034950956624,0.00748252367206052,0,0.00583949724130768,240621,0,0,10.1081081081081,12,2,8,18,15,105,13
196896,cg16684939,chr7,100272223,+,0.0277779583761275,0.0347418328467116,-0.00696387447058406,-0.244079620870791,7.09526522655562e-6,0.0497081789928232,0.0197917290158586,0.00473552565810357,0.044191381712094,0.0282736480808442,0.00425039756933193,0,0.00194539507011386,315038,0,0,13.4324324324324,13.5384615384615,5,9,25,19,111,13
196948,cg22710955,chr7,100303482,+,0.0261013211001626,0.03699816122958,-0.0108968401294175,-0.380552681055642,7.26313813683261e-8,0.0483849277972166,0.0156347104639176,0.00561415093290709,0.0506188433025654,0.0291893038720369,0.00653325214585722,0,6.95540869940499e-5,269326,0,0,9.43243243243243,12.3846153846154,2,10,19,16,105,13
197007,cg01903971,chr7,100434983,+,0.0380914993512049,0.0471171928947908,-0.00902569354358591,-0.248143171927541,7.3124545393722e-5,0.0630082051638064,0.0242644834702595,0.00686974602895266,0.061166188705061,0.0343384446325857,0.00683888324297466,0,0.00950818620697631,289633,0,0,12.2792792792793,13.8461538461538,6,9,20,21,111,13
197128,cg20354141,chr7,100609766,-,0.0772707530608405,0.120440837073214,-0.0431700840123738,-0.579825453016623,5.57955916444443e-5,0.254343919581176,0.0403568158421028,0.0310465525724065,0.355909650967797,0.081225398836494,0.0723421902479204,0,0.00792079902031275,97579,0,0,10.2162162162162,11.9230769230769,3,5,17,15,108,13
197678,cg06706076,chr7,101931088,+,0.0832484975066432,0.113531920801558,-0.0302834232949143,-0.405731499344371,2.4970974154537e-6,0.158226483399393,0.0477963623393349,0.0188908411827205,0.139571386865807,0.0746759841193081,0.0191537808685338,0,9.34918529680781e-4,142975,0,0,11.1891891891892,11.3846153846154,3,7,27,17,106,13
197691,cg27195676,chr7,101943788,-,0.876776370677544,0.913079423555069,-0.0363030528775256,-0.0578844572975448,9.38967845855322e-6,0.926328473810342,0.707196752134465,0.0323494481381862,0.943073588250646,0.893296488746037,0.0159177734731788,0,0.00234652585443085,233317,0,0,12.9459459459459,14.5384615384615,3,11,25,18,109,13
197715,cg14280569,chr7,102004775,-,0.0626507456520809,0.0779166617604936,-0.0152659161084128,-0.275159002419152,3.42377109080637e-5,0.101453323859578,0.0390101510022688,0.0118881716528554,0.0931364158068602,0.0646379692334948,0.0076686050391951,0,0.00570343790424736,230587,0,0,12.8918918918919,15.6923076923077,3,7,21,29,108,13
197784,cg00131121,chr7,102119710,-,0.0865850881132189,0.112107190352352,-0.0255221022391334,-0.338275784795637,2.37195231721606e-5,0.137825905203284,0.0455756010790899,0.016808059897311,0.143988294563909,0.0752136963977773,0.0205387091610868,0,0.00443296548575603,165512,0,0,13.6216216216216,14.3846153846154,3,7,23,22,110,13
197933,cg06251958,chr7,102989081,-,0.771078041184048,0.855485055197631,-0.0844070140135826,-0.148042205983084,3.21809363935471e-5,0.928485521569298,0.549161885062741,0.0758244720998379,0.944659681680262,0.796799287744369,0.0460958943549811,0,0.00549214017185383,116372,0,0,13.3153153153153,16,4,8,27,31,110,13
198151,cg24454243,chr7,105221985,+,0.0852067721618893,0.108826085846982,-0.0236193136850924,-0.319715482447495,5.44430147372105e-5,0.138302425855335,0.0518561421391286,0.0183248255324074,0.123764657235838,0.0783949784717264,0.0128808583202079,0,0.00778507527200761,175598,0,0,13.8648648648649,16,5,12,22,22,111,13
198156,cg26958597,chr7,105222048,-,0.037253623730059,0.0474768242512495,-0.0102232005211905,-0.282555381956972,9.6122531066068e-5,0.0604721428191895,0.0225338272870187,0.00865561457396552,0.0564983652870532,0.0422409759948152,0.00414941553719487,0,0.0113068039421081,276345,0,0,11.3063063063063,12.9230769230769,4,10,20,20,108,13
198275,cg25186645,chr7,105752848,-,0.0250717631992035,0.0306731184290561,-0.00560135522985262,-0.213765644695374,2.9743263036166e-5,0.0618798458371217,0.0185990562779131,0.00511313612752693,0.0342384685433851,0.0269925840776766,0.00232635318806668,0,0.00520193773638488,334612,0,0,14.009009009009,14.6153846153846,6,11,26,19,111,13
198371,cg06898289,chr7,106684814,-,0.0577926895198856,0.0810514716946959,-0.0232587821748102,-0.42555262859234,3.12575846038786e-5,0.12115304332162,0.0234353629264237,0.017767343760337,0.119125251162881,0.0699762796760573,0.0129871513099082,0,0.00536905193619257,177498,0,0,12.4054054054054,15.3076923076923,5,8,21,26,111,13
198761,cg06869407,chr7,111846526,+,0.0596680285929632,0.0841922707473617,-0.0245242421543985,-0.435111939965122,1.45410160036644e-5,0.104845973966734,0.0262495239256899,0.0167577984360046,0.106110392783807,0.0571200727143897,0.0134893395824033,0,0.00317524319386013,170724,0,0,11.2072072072072,14,1,8,22,23,108,13
198798,cg04515677,chr7,112090494,-,0.064893204907436,0.0885354648273962,-0.0236422599199603,-0.395808243716538,3.29666197039869e-8,0.120978096431932,0.0379592008559373,0.0120827974971864,0.121552528273861,0.0671722395363553,0.0141556648322011,0,3.99204327459518e-5,175477,0,0,15.018018018018,15.3076923076923,3,7,27,26,109,13
199372,cg20553930,chr7,120590671,+,0.0470230884245092,0.0723913535267598,-0.0253682651022505,-0.530946764128269,5.09310942830056e-6,0.0927534787112268,0.0222323128300159,0.01700484826544,0.105664796515423,0.0495701177930652,0.0175007887191743,0,0.00154982221658565,166282,0,0,11.9009009009009,13.3846153846154,4,7,22,17,109,13
199375,cg01416111,chr7,120590947,-,0.113749483115554,0.150310249786174,-0.0365607666706199,-0.373444171034315,3.34508733163356e-5,0.203299373310638,0.0635991614770467,0.0272231410133854,0.198880189949156,0.0995493625115497,0.0271258739773278,0,0.00561967205001645,118580,0,0,9.22522522522523,8.76923076923077,3,4,16,15,106,12
199455,cg00826384,chr7,121513065,-,0.0543839142770898,0.068205528990557,-0.0138216147134671,-0.280570317684056,8.72730122132882e-5,0.0795094784072822,0.0351873852339927,0.0102736829876073,0.0926071449448681,0.0531930804362008,0.0126418210418816,0,0.0106411926761156,242305,0,0,13.3783783783784,14.3846153846154,4,11,26,20,108,13
199459,cg07757861,chr7,121513704,+,0.075898212366605,0.104148948964329,-0.0282507365977241,-0.410217563126009,3.02540276686471e-5,0.138850463928782,0.0331966252907516,0.0212941735899843,0.127846460865282,0.0873755711719453,0.0117681959534637,0,0.00525338402676128,152033,0,0,11.2252252252252,13.8461538461538,3,10,21,18,107,13
199484,cg00185170,chr7,121783544,+,0.0336670733002371,0.0430603250261332,-0.00939325172589604,-0.281087672402352,9.42374321380836e-5,0.0525999105099033,0.0196652136623565,0.00745119705921868,0.0533519851957034,0.0332541089496129,0.00584889305809506,0,0.0111773030373624,285588,0,0,11.045045045045,10.3076923076923,3,6,18,16,108,13
199640,cg01078248,chr7,123197661,-,0.0801567187720181,0.113254141326941,-0.0330974225549227,-0.45112920672302,1.1345842378517e-4,0.147093081602609,0.0311206521021535,0.0282865924982015,0.135661899752035,0.0888279962191289,0.012935318788332,0,0.012610221042594,131386,0,0,14.8198198198198,15.4615384615385,6,8,25,23,111,13
